528918,"
      The Quiet Girl
",Peter Høeg,"
  3.24
","

  2,453
  ratings
","

    461
    reviews
","Kaspar Krone is a world-renowned circus clown, and a man in some deep trouble. Drowning in gambling debt and wanted for tax evasion, Krone is drafted into the service of a mysterious order of nuns who promise him reprieve in return for his help safeguarding a group of children with mystical abilities that Krone also shares. When one of the children goes missing, Krone sets off to find the young girl and bring her back, making a shocking series of discoveries along the way.",0374263698,9780374263690),Hardcover,,408 pages,"
            Published
        December 3rd 2007
         by Farrar Straus Giroux

            
              (first published 2006)
            
","['Fiction', 'Mystery', 'Cultural', 'Denmark', 'European Literature', 'Scandinavian Literature', 'Contemporary', 'Magical Realism']"
542802,"
      Scarlet Feather: Piyanah Leads Her Tribe
",Joan Marshall Grant,"
  4.53
","

  17
  ratings
","

    0
    reviews
","Piyanah is a girl born into an American Indian tribe that has lost its true heritage and become the prey of prejudice and superstition. She grows up with her cousin Raki as outsiders to the tribe, because her mother refuses to accept the restrictions of tradition. But in truth, Piyanah is the daughter of the chief, and after her mother dies, her father selects both Piyanah and Raki to become his successors and form a new tribe, free of the superstitious past. But first they must both prove themselves, and even then it is not easy for the new generation to break the ties of tradition, prejudice, and superstition which have kept the tribe trapped in its limitations.",0898041481,9780898041484),Paperback,,304 pages,"
            Published
        June 1st 2002
         by Ariel Press

            
              (first published January 1st 1980)
            
",[]
60296,"
      Battle Angel Alita, Volume 04: Angel of Victory
",Yukito Kishiro,"
  4.25
","

  1,914
  ratings
","

    56
    reviews
",,1591162750,9781591162759),Paperback,,207 pages,"
            Published
        June 30th 2004
         by Viz Media

            
              (first published May 1993)
            
","['Sequential Art', 'Manga', 'Sequential Art', 'Comics', 'Science Fiction', 'Sequential Art', 'Graphic Novels', 'Science Fiction', 'Cyberpunk', 'Fiction', 'Manga', 'Seinen', 'Science Fiction', 'Dystopia', 'Comics Manga', 'Comics', 'Comic Book']"
156814,"
      Bus Station Mystery
",Gertrude Chandler Warner,"
  3.82
","

  1,616
  ratings
","

    33
    reviews
",,0807509760,9780807509760),Paperback,,128 pages,"
            Published
        January 1st 1991
         by Albert Whitman  Company

            
              (first published 1974)
            
","['Mystery', 'Childrens', 'Fiction']"
799715,"
      The Inshore Squadron
",Alexander Kent,"
  4.06
","

  823
  ratings
","

    12
    reviews
",,0935526684,9780935526684),Paperback,,288 pages,"
            Published
        October 1st 1999
         by McBooks Press

            
              (first published 1977)
            
","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Adventure']"
3024831-descent-into-chaos,"
      Descent into Chaos: The United States & the Failure of Nation Building in Pakistan, Afghanistan & Central Asia
",Ahmed Rashid,"
  3.94
","

  2,340
  ratings
","

    198
    reviews
",,0670019704,9780670019700),Hardcover,,544 pages,"
            Published
        June 3rd 2008
         by Viking

            
              (first published 2007)
            
","['History', 'Nonfiction', 'Cultural', 'Pakistan', 'Politics', 'War']"
2298256,"
      No Time for Sergeants
",Mac Hyman,"
  3.69
","

  220
  ratings
","

    30
    reviews
","When the man from the draft board arrives to take country bumpkin Will Stockdale to Callville for induction into the army, Will's father chases him off. But even hastily erected barbed wire cannot prevent Uncle Sam from claiming this draftee, and soon Will is on a bus to Fort Thompson, Georgia. In the barracks, our hapless hero meets little Ben Whitledge, a fellow trainee who thinks he deserves a medal simply because his grandfather fought under Stonewall Jackson. This odd duo is assigned to the elite air force, though they would rather serve in that most glorious and revered branch of the army - the infantry. Sergeant King, Will's nemesis, is determined to dampen the young soldier's enthusiasm, but Will - even in his long stint as latrine orderly - consistently prevails and unknowingly confounds the gruff sergeant at every turn.",English,English,Paperback,,214 pages,"
            Published
        June 1st 1995
         by Louisiana State University Press

            
              (first published January 1st 1954)
            
","['Fiction', 'Humor', 'Classics', 'Historical', 'Historical Fiction', 'War', 'Military Fiction']"
952429,"
      The Devil's Day
",James Blish,"
  3.81
","

  166
  ratings
","

    15
    reviews
",,0671698605,9780671698607),Paperback,,312 pages,"
            Published
        1990
         by Baen Books

            
              (first published 1980)
            
","['Fantasy', 'Horror', 'Science Fiction', 'Fiction']"
265044,"
      Rusty String Quartet
",Raegan Butcher,"
  4.22
","

  72
  ratings
","

    17
    reviews
",,0970910150,9780970910158),Paperback,,335 pages,"
            Published
        August 1st 2005
         by Crimethinc

            
              (first published June 15th 2005)
            
",['Poetry']
190572,"
      I Will Bear Witness 1942-45 A Diary of the Nazi Years
",Victor Klemperer,"
  4.35
","

  1,266
  ratings
","

    55
    reviews
","Destined to take its place alongside The Diary of Anne Frank and Elie Wiesel's Night as one of the great classics of the Holocaust, I Will Bear Witness is a timeless work of literature, the most eloquent and acute testament to have emerged from Hitler's Germany. Volume Two begins in 1942, the year the Final Solution was formally proposed, and carries us through to the Allied bombing of Dresden and Germany's defeat.",0375756973,9780375756979),Paperback,,576 pages,"
            Published
        April 3rd 2001
         by Modern Library

            
              (first published 1995)
            
","['History', 'Nonfiction', 'World War II', 'Holocaust', 'War', 'World War II', 'Biography', 'Autobiography', 'Memoir', 'War']"
7094635-death-most-definite,"
      Death Most Definite
",Trent Jamieson,"
  3.52
","

  1,420
  ratings
","

    150
    reviews
","Steven de Selby has a hangover. Bright lights, loud noise, and lots of exercise are the last thing he wants. But that's exactly what he gets when someone starts shooting at him.Steven is no stranger to death-Mr. D's his boss after all-but when a dead girl saves him from sharing her fate, he finds himself on the wrong end of the barrel. His job is to guide the restless dead to the underworld but now his clients are his own colleagues, friends, and family.Mr. D's gone missing and with no one in charge, the dead start to rise, the living are hunted, and the whole city teeters on the brink of a regional apocalypse-unless Steven can shake his hangover, not fall for the dead girl, and find out what happened to his boss- that is, Death himself.",1841498599,9781841498591),Paperback,,416 pages,"
            Published
        August 5th 2010
         by Orbit

            
              (first published January 1st 2010)
            
","['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Fiction', 'Paranormal', 'Ghosts']"
1540437,"
      The Memory Stones
",Kate O'Riordan,"
  3.60
","

  117
  ratings
","

    21
    reviews
",,0743450175,9780743450171),Paperback,,,"
            Published
        March 1st 2003
         by Simon & Schuster (Trade Division)

      ","['Family', 'Fiction', 'Book Club']"
1078076,"
      Deep Six
",Clive Cussler,"
  3.89
","

  15,359
  ratings
","

    285
    reviews
",,0671503731,9780671503734),Hardcover,,432 pages,"
            Published
        January 1st 1984
         by Simon & Schuster

      ","['Fiction', 'Adventure', 'Thriller', 'Action']"
1292638,"
      صحيفه سجاديه
",علی بن الحسین,"
  4.65
","

  555
  ratings
","

    55
    reviews
",,9643460878,9643460878,,,376 pages,"
            Published
        2011
         by  پارسایان

      ","['Literature', 'Religion']"
278619,"
      The Winter People
",Phyllis A. Whitney,"
  3.84
","

  1,016
  ratings
","

    36
    reviews
","From her first glimpse of Glen Chandler, young Dina Blake was enchanted. Their courtship was swift, passionate, and filled with the kind of excitement Dina never knew existed.She was certain their marriage would last forever...until he brought her to the family estate at High Towers. Then, slowly, relentlessly, Dina became aware that Glen's twin sister possessed her brother in a way Dina never could.Suddenly Dina found herself alone in a house of strangers. She could no longer trust Glen's love and she knew his sister would stop at nothing to destroy their marriage, not even murder.",0449236811,9780449236819),Mass Market Paperback,,207 pages,"
            Published
        March 12th 1982
         by Fawcett Crest Books

            
              (first published 1969)
            
","['Mystery', 'Fiction', 'Gothic', 'Romance', 'Romance', 'Romantic Suspense', 'Gothic', 'Gothic Romance']"
10218,"
      Trade Wind
",M.M. Kaye,"
  3.98
","

  2,680
  ratings
","

    142
    reviews
","The scene is teeming Zanzibar just before the American Civil War, when the Isle of Cloves was a center of African slave trade. To it comes Hero Athena Hollis, a Boston bluestocking filled with self-righteousness and bent on good deeds.Then she meets Rory Frost, a cynical, wicked, shrewd and good-humored trader in slaves. What is Hero to make of him (and of her feelings for him)?""Tightly plotted, crammed with detail and irresistibly romantic."" (Cosmopolitan)Note: M.M. Kaye is the author of The Far Pavilions, one of the great stories to emerge from British India.",0553253115,9780553253115),Mass Market Paperback,,553 pages,"
            Published
        March 1st 1985
         by Bantam

            
              (first published 1963)
            
","['Historical', 'Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Romance', 'Historical Romance', 'Cultural', 'Africa', 'Adventure']"
129543,"
      Tom Brown's Guide to Wilderness Survival
",Tom Brown Jr.,"
  4.23
","

  843
  ratings
","

    25
    reviews
","This long-awaited handbook by the director of the world-famous Tracking, Nature and Wilderness Survival School is the first of its kind. Like FOXFIRE it preserves knowledge that was in danger of being lost forever, but reaches even deeper into the past. It is about the basics. In it you will find much that was forgotten: the most ancient and essential skills of humankind, presented in a comprehensive and usable wilderness survival library, of which this first volume forms the heart.",0425105725,9780425105726),Paperback,,287 pages,"
            Published
        April 15th 1987
         by Berkley Books

            
              (first published June 1st 1983)
            
","['Adventure', 'Survival', 'Nonfiction', 'Environment', 'Nature', 'Reference', 'Nature', 'Outdoors']"
1115872,"
      A Durable Peace: Israel and its Place Among the Nations
",Benjamin Netanyahu,"
  3.98
","

  179
  ratings
","

    25
    reviews
",,0446523062,9780446523066),Hardcover,,512 pages,"
            Published
        January 12th 2000
         by Grand Central Publishing

            
              (first published 1993)
            
","['Cultural', 'Israel', 'History', 'Politics', 'Nonfiction', 'Political Science', 'International Relations']"
1118885,"
      Contemplate
",Gwen Frostic,"
  4.50
","

  26
  ratings
","

    5
    reviews
",,B0006WI7W0,B0006WI7W0,,,,,"['Poetry', 'Nonfiction']"
7489406-cravat-a-licious,"
      Cravat-A-Licious
",Matt Preston,"
  3.41
","

  51
  ratings
","

    6
    reviews
","Australia knows him as the cravat-wearing critic and hulking soulful judge on TV's crazily successful MasterChef Australia but it's his writing that has had the food world talking for the last ten years.Here are all his best stories and columns. A collection of Matt's irreverent, intelligent, and amusing adventures in food. This book will take you from the best restaurants in the world to grungy hole in the walls on the wrong side of town; from the ritual of a traditional pig annual kill to lunch at a Sikh temple in the suburbs; basically wherever the world's best food can be found.There are Matt's insightful interviews with some of the world's most influential food thinkers, romps across continents in search of the world's finest salt and sugars, and more than a few insights - from the compelling to ther completely bizarre - from the set of Australia's biggest TV show, MasterChef.You'll also find simple solutions for making everything from jam to the perfect risotto - even how to create an authentic Seventies soiree - each told in Matt's unique style.It's all here. The stories that won him the title of Australia's Best New Food Writer in 2000, those that subsequently saw him win top national awards for both his food and recipe writing and the pieces that earned him his current title, that of the Le Cordon Bleu World's Best Food Journalist. Now read what's inside to see if that's a title he deserves.""Matt Preston is dangerously close to becoming a fetish,"" Miranda Devine, Sydney Morning Herald.""MasterChef judge Matt Preston … has earned near-cult status on the back of his dandified turn on the show,"" Ros Reines, Sunday Telegraph""Debonair and cultured, this master critic is winning over Australian audiences with his wicked sense of humour,"" Rove, Network Ten",English,English,Paperback,,400 pages,"
            Published
        October 1st 2009
         by Random House Australia

            
              (first published 2009)
            
","['Food and Drink', 'Food', 'Nonfiction', 'Food and Drink', 'Cookbooks']"
7693853-the-season-of-risks,"
      The Season of Risks
",Susan Hubbard,"
  3.72
","

  408
  ratings
","

    45
    reviews
","The vampire sects are at war - and war among vampires is fought not with weapons, but with minds.My name is Ariella Montero, and I know a secret. Telling it will change everything.Half-human and half-vampire, Ari confronts the darker sides of vampirism, and herself, as the sects deploy new technologies to battle for influence and power.But beyond these challenges lie greater risks: Ari's relationship with Neil Cameron, the first vampire to run for the U.S. presidency, must be kept under wraps from even those she trusts most. When scandal inevitably erupts, Ari is forced to face the consequences of her actions, learning the hard way that love demands delicate negotiations between memory and desire.",1439183422,9781439183427),Paperback,,286 pages,"
            Published
        July 6th 2010
         by Simon & Schuster

            
              (first published June 21st 2010)
            
","['Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Young Adult', 'Fiction', 'Fantasy', 'Fantasy', 'Supernatural', 'Young Adult', 'Young Adult Paranormal', 'Fantasy', 'Urban Fantasy']"
591497,"
      The Pitcher Shower
",Donald Harington,"
  3.65
","

  106
  ratings
","

    10
    reviews
",,1592641237,9781592641239),Hardcover,,202 pages,"
            Published
        September 1st 2005
         by Toby Press

            
              (first published July 30th 2005)
            
",['Fiction']
6496833-jingga,"
      Jingga
",Agnes Jessica,"
  3.96
","

  348
  ratings
","

    26
    reviews
","Benarkah uang adalah penyebab utama dari penderitaan di dunia ini? ""Kita mesti punya banyak uang. Banyak sekali uang. Dengan uang itu, kita tidak akan diremehkan siapapun. Dan dengan uang, penderitaan tidak bisa mampir dalam hidup kita!"" Benarkah manusia bisa menghindari cinta?""Kau harus berkepala dingin, tidak boleh jatuh cinta. Jangan bodoh, posisimu harus kuat. Kalau pria itu yang jatuh cinta padamu, tidak masalah. Jangan lebih lemah dari laki-laki. Siapa yang mencintai, dialah pihak yang bisa dikuasai."" Benarkah untuk mendapatkan uang, segala macam cara bisa dihalalkan?""Dia menyukaimu, Pink! Itu artinya kau sudah separuh berhasil. Bukan, bukan separuh, tujuh puluh lima persen! Sebab dia punya uang itu, Pink! Dia punya! Dia itu kaya sekali, kau tahu!"" Tapi bagaimana kalau hati sudah terlanjur berbicara?Sergie merengkuh tubuhnya dalam pelukannya. Wajahnya tengadah, menatap pria yang memandangnya dengan sinar mata tajam dan kedalaman yang memabukkan. ""Aku mencintaimu, Pink. Aku serius."" Pink tak sanggup berbicara. Matanya meredup sayu. Tan Hsiao Pink, lahir dengan nasib buruk yang sudah menempel pada hidupnya. Dibuang oleh keluarganya. Tak ada yang menyayanginya kecuali kalau ingin memanfaatkannya. Beberapa kali ia harus berkorban. Beberapa kali ia harus menelan kekecewaan. Beberapa kali ia putus asa tanpa mampu memperoleh jalan keluar. Benarkah uang merupakan satu-satunya jalan keluar dari nasib buruknya? Bertemu dengan Sergie, pria itu bagaikan sebuah sungai di tengah padang gurun yang dilewatinya. Tapi sayang, ia telah memulainya dengan kebohongan. Maka ia harus meneruskannya dengan dusta-dusta yang lain. Akhirnya satu demi satu kebohongannya mulai terbongkar. Mampukah ia mempertahankan satu-satunya kebahagiaan yang terjadi dalam hidupnya? Dan apakah ia berhasil melewati padang gurunnya untuk menjadi si Jingga?",9793755105,9793755105,Paperback,,448 pages,"
            Published
        2009
         by Pustaka Heron

      ","['Romance', 'Fiction', 'Novels']"
6388007-wounded,"
      Wounded
",Eric Walters,"
  3.79
","

  559
  ratings
","

    45
    reviews
","Marcus and his sister are counting down the days until their father comes home from Afghanistan. When the big day arrives, the family is overcome by happiness and relief that he is safe, but as the days pass Marcus begins to feel that there is something different about his father. Barely sleeping, obsessed with news from Afghanistan, and overly aggressive, his dad refuses to seek counselling. Marcus knows post-traumatic stress disorder affects many soldiers, and he needs to get his dad some help before it is too late.  ",0143171771,9780143171775),Paperback,,232 pages,"
            Published
        May 1st 2009
         by Penguin Canada

      ","['Young Adult', 'Fiction', 'War', 'Realistic Fiction', 'Cultural', 'Canada', 'Health', 'Mental Health', 'Historical', 'Historical Fiction', 'Young Adult', 'Teen']"
324616,"
      Your God Is Too Safe: Rediscovering the Wonder of a God You Can't Control
",Mark Buchanan,"
  4.28
","

  623
  ratings
","

    87
    reviews
","Here's a thoughtful, probing exploration of why Christians get stuck in the place of complacency, dryness, and tedium -- and how to move on to new levels of spiritual passion! Buchanan shows how the majority of Christians begin their spiritual journey with excitement and enthusiasm -- only to get bogged down in a ""borderland"" -- an in-between space beyond the ""old life"" but short of the abundant, adventurous existence promised by Jesus. Citing Jonah, he examines the problem of ""borderland living"" -- where doubt, disappointment, guilt, and wonderlessness keep people in a quagmire of mediocrity -- then offers solutions ... effective ways to get unstuck and move into a bold, unpredictable, exhilarating walk with Christ. Inspired writing!",1576737748,9781576737743),Paperback,,264 pages,"
            Published
        February 5th 2001
         by Multnomah Books

            
              (first published January 1st 2001)
            
","['Nonfiction', 'Religion', 'Theology', 'Christian', 'Religion', 'Christianity', 'Religion', 'Faith', 'Christian', 'Christian Living', 'Religion', 'Spirituality', 'Inspirational', 'Christian', 'Christian Non Fiction']"
1832682,"
      The Lion's Game
",Nelson DeMille,"
  4.19
","

  30,153
  ratings
","

    1,246
    reviews
","
The Barnes & Noble Review
 January 2000 Since the publication of his first novel, By the Rivers of Babylon, in 1978, Nelson DeMille has produced a steady stream of intelligent, hard-edged, contemporary thrillers, the best of which  such as Cathedral, The Gold Coast, or Word of Honor  are absolute models of the form. It's a pleasure to be able to report that The Lion's Game, DeMille's tenth novel is as shrewdly constructed and compulsively readable as anything he has published to date. Weighing in at nearly 700 pages, The Lion's Game is the longest, most ambitious novel of DeMille's career. It is also his first attempt at a sequel, bringing us a new installment in the colorful career of John Corey, the acerbic narrator/hero of 1997's Plum Island. When last seen, Corey had interrupted his convalescent leave from the NYPD long enough to solve a bizarre double murder on Long Island's Eastern Shore, after which, he formally separated from the police department and became an adjunct professor at John Jay University. Not unexpectedly, Corey grew bored with the uneventful world of academia and decided to return, in a very different capacity, to the front lines of law enforcement. Admirers of Plum Island will be pleased to learn that he is as ornery, insubordinate, and politically incorrect as ever.  The novel opens on April 15th. Corey has just signed on with the Middle Eastern division of the ATTF (Anti-Terrorist Task Force), an organization staffed by an uneasy combination of FBI, CIA, and NYPD operatives. Corey's firstassignmenttakes him to JFK Airport, where, together with an assortment of teammates, he is scheduled to take custody of a defecting Libyan terrorist. The terrorist in question is Asad Khalil, a.k.a. the Lion, the man believed to be responsible for a series of attacks on Americans living in Europe. As Corey and company await the arrival of Khalil and his escorts, it quickly becomes apparent that something has gone seriously wrong.  To begin with, the plane, for unknown reasons, drops out of radio contact hours before its arrival in New York. Eventually, ignoring all commands from Air Traffic Control personnel, the flight lands at JFK in an odd, erratic fashion, taxis to a stop, and proceeds to sit, silent and motionless, on the runway. Unable to establish communication, airport authorities force their way onboard, only to find that a tragedy of unprecedented proportions has occurred and that Asad Khalil, the man responsible for that tragedy, is nowhere to be found, having slipped through the crowd of investigators and made his escape.  The bulk of the novel concerns the protracted hunt for an implacable killer with a very personal mission. It would spoil a number of DeMille's expertly constructed effects to reveal too much of what happens as The Lion's Game unfolds. But here, briefly, is the fundamental premise that dominates this book.  April 15th, the day Khalil's plane arrives at JFK, is not simply income tax day. It is also the anniversary of the 1986 bombing of Libya, a mission ordered by Ronald Reagan in direct response to a series of atrocities reputedly set in motion by Libyan president Moammar Gadhafi. Asad Khalil, who was 16-years-old when the bombing occurred, lost his entire family that day and developed an undying hatred for all things American. Acting both on his own behalf and on behalf of the Great Leader Gadhafi, he has made his way to America, where he is determined to wage a holy war against the murderers of his family.  As Khalil's history, intentions, and specific agenda gradually become clear, Corey leads a diverse group of experts in an increasingly desperate attempt to anticipate the Lion's movements and prevent him from implementing his bloody, ironic endgame. As the lengthy narrative unrolls, The Lion's Game moves backward in time from the present day to the night of the fateful bombing in 1986; the action shifts from New York City to Florida and from Florida to the Pacific Coast, as DeMille skillfully switches back and forth from the first-person viewpoint of John Corey to a third-person narrative that takes us into the deranged perspective of Asad Khalil. The result is a big, wide-ranging novel that is alternately funny and frightening; one that achieves an astonishing, almost effortless narrative momentum; one that is grounded in DeMille's tragic view of the endlessly replicated blood feuds that dominate the landscape of 20th-century geopolitics.  From its eerie opening sequence to its deliberately open-ended conclusion, THE LION'S GAME is the clear product of a world-class storyteller, a man who seems incapable of turning out a bland or boring paragraph. DeMille is at the top of his own game in this one and has written a novel that will inevitably command a large, enthusiastic audience. I, for one, am glad to see it. In a field too often populated by formulaic, by-the-numbers fiction, Nelson DeMille is an undisguised blessing. I wish him health, success, and undiminished productivity in the decades to come. Bill Sheehan reviews horror, suspense, and science fiction for Cemetery Dance, The New York Review of Science Fiction, and other publications.",0446931381,9780446931380),ebook,,0 pages,"
            Published
        September 1st 2000
         by Grand Central Publishing

            
              (first published January 6th 2000)
            
","['Fiction', 'Thriller', 'Mystery', 'Suspense']"
8020568-d-angel,"
      D' Angel : Princess
",Luna Torashyngu,"
  3.96
","

  632
  ratings
","

    24
    reviews
","Fika sakit parah, padahal sebagai Genoid, ketahanan tubuhnya jauh lebih baik daripada manusia normal. Saat mencari pengobatan di Negeri Sakura, Fika malah menemukan teka teki baru yang membawanya kembali ke Indonesia.Di Indonesia, Fika diminta bantuannya untuk menjadi pengawal pribadi putri bungsu Presiden. Jadilah Fika kembali masuk SMA sebagai pengawal Gayatri---yang lebih akrab dipanggil Gya. Tapi, putri presiden ini ternyata bersifat dingin dan tertutup, juga dijauhi teman-temannya. Gya juga terang-terangan menentang keberadaan Fika, padahal sedang ada ancaman pembunuhan bagi seluruh anggota keluarga Presiden.Fika berusaha keras mencairkan sifat Gya yang keras itu, sekaligus menguak teka teki keluarga serta masalah seputar dunia Genoid yang pelik. Masalah Fika makin rumit ketika sakitnya makin parah, dan tiba-tiba muncul Genoid lain yang kemampuannya jauh lebih dahsyat daripada dirinya. Padahal setahu Fika, ia adalah Genoid terakhir yang ada di dunia. Saat harus melawan Genoid baru ini, Fika mau tak mau bertanya-tanya, apakah ini akhir hidupnya?",Indonesian,Indonesian,Paperback,,288 pages,"
            Published
        June 2008
         by Gramedia Pustaka Utama

      ","['Asian Literature', 'Indonesian Literature', 'Novels', 'Romance', 'Fantasy', 'Adventure', 'Science Fiction', 'Fiction']"
7296271-beyond-exile,"
      Beyond Exile
",J.L. Bourne,"
  4.07
","

  10,984
  ratings
","

    429
    reviews
","The terrifying sequel to Day by Day Armageddon—for fans of The Walking Dead. ""J.L. Bourne is the new king of hardcore zombie action!"" (Brad Thor)Armies of undead have risen up across the U.S. and around the globe; there is no safe haven from the diseased corpses hungering for human flesh. But in the heat of a Texas wasteland, a small band of survivors attempt to counter the millions closing in around them.Survivor, Day by day, the handwritten journal entries of one man caught in a worldwide cataclysm capture the desperation—and the will to survive—as he joins forces with a handful of refugees to battle soulless enemies both human and inhuman from inside an abandoned strategic missile facility.But in the world of the undead, is mere survival enough?",143917752X,9781439177525),Paperback,,277 pages,"
            Published
        July 13th 2010
         by Gallery/Permuted Press

            
              (first published 2010)
            
","['Horror', 'Horror', 'Zombies', 'Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Apocalyptic']"
6045577-future-lovers-vol-2,"
      Future Lovers, Vol. 2
",Saika Kunieda,"
  4.28
","

  258
  ratings
","

    11
    reviews
",,1934496626,9781934496626),Paperback,,214 pages,"
            Published
        March 24th 2009
         by Aurora Publishing

            
              (first published October 9th 2004)
            
","['Sequential Art', 'Manga', 'Manga', 'Yaoi', 'Romance', 'Yaoi', 'Boys Love', 'LGBT', 'Sequential Art', 'Graphic Novels', 'GLBT', 'Queer', 'Romance', 'M M Romance', 'Romance', 'Contemporary Romance', 'Humor']"
8679704-vampire-knight-vol-12,"
      Vampire Knight, Vol. 12
",Matsuri Hino,"
  4.26
","

  6,083
  ratings
","

    116
    reviews
",,1421539381,9781421539386),Paperback,,184 pages,"
            Published
        June 7th 2011
         by VIZ Media

            
              (first published July 5th 2010)
            
","['Sequential Art', 'Manga', 'Paranormal', 'Vampires', 'Romance', 'Fantasy', 'Sequential Art', 'Graphic Novels']"
682853,"
      A Brother Beloved
",Francena H. Arnold,"
  4.25
","

  57
  ratings
","

    3
    reviews
",,0802400507,9780802400505),Paperback,,253 pages,"
            Published
        June 1st 1967
         by Moody Press

            
              (first published June 1st 1957)
            
","['Fiction', 'Christian Fiction', 'Christian']"
1658680,"
      Quarter Horse
",Bonnie Bryant,"
  3.83
","

  136
  ratings
","

    2
    reviews
","The Saddle Club is nearing the end of their Oregon Trail ride. It's been a long ride, and it's about to get longer: Stevie Lake's competitive nature is taking over. When a boy on the trail ride boasts that he can outdo any mere girl at any kind of horsemanship, Stevie decides to take up his challenge. Before her friends know what's happened, Stevie is having a rodeo out West. Has Stevie finally met her match?",English,English,Paperback,,144 pages,"
            Published
        August 10th 1998
         by Skylark

      ","['Animals', 'Horses', 'Childrens', 'Fiction']"
5948569-moe-kare-vol-05,"
      Moe Kare!!, Vol. 05
",Gō Ikeyamada,"
  4.27
","

  652
  ratings
","

    16
    reviews
",,English,English,Online,,170 pages,"
            Published
        April 2006
         by Shogakukan

      ","['Sequential Art', 'Manga', 'Manga', 'Shojo', 'Romance']"
3029095-the-last-summer,"
      The Last Summer
",Mary Jane Staples,"
  4.25
","

  147
  ratings
","

    3
    reviews
","Job and Jemima Hardy weren't Londoners by birth. They had both lived in a Sussex village until lack of work had sent Job and the family to Walworth - to a house in Stead Street. They got it cheap because of the poltergiest but they were sensible folk and decided that eight shillings a week rent was a bargain and - well - if the floors and doors sometimes moved a bit, they could live with it. They settled quickly into London life - particularly Jonathan, the eldest. Jonathan got a job at Camberwell Green and it was there, in Lyons teashop, that he met Emma Somers, niece of Boots Adams. Over a long and hazy summer - the summer of 1939 - the two young people met, always at lunchtime, and never allowing their friendship to progress too far.Then, as the clouds of war gathered over Europe, Jonathan got his call-up papers. And the first alarms of conflict began to affect the Adams family in other ways. Boots, on the Officer's Reserve list, was called onto the staff of General Sir Henry Sims, and Polly Sims herself joined the Auxiliaries. Suddenly there was only a little time left for people to lead ordinary lives - and Jonathan Hardy and Emma Somers had to make decisions about their future.",0552145130,9780552145138),Paperback,,320 pages,"
            Published
        January 1st 1997
         by Corgi

      ",['Fiction']
7706518-talent-is-never-enough,"
      Talent Is Never Enough: Discover the Choices That Will Take You Beyond Your Talent
",John C. Maxwell,"
  4.21
","

  1,698
  ratings
","

    126
    reviews
","New York Times best-selling author Dr. John C. Maxwell has a message for you, and for today's corporate culture fixated on talent above all else: TALENT IS NEVER ENOUGH.People everywhere are proving him right. Read the headlines, watch the highlights, or just step out your front door: Some talented people reach their full potential, while others self-destruct or remain trapped in mediocrity. What makes the difference? Maxwell, the go-to guru for business professionals across the globe, insists that the choices people make-not merely the skills they inherit-propel them onto greatness. Among other truths, successful people know that:Belief lifts your talent. Initiative activates your talent. Focus directs your talent. Preparation positions your talent. Practice sharpens your talent. Perseverance sustains your talent. Character protects your talent. . . . and more!!It's what you add to your talent that makes the greatest difference. With authentic examples and time-tested wisdom, Maxwell shares thirteen attributes you need to maximize your potential and live the life of your dreams.You can have talent alone and fall short of your potential. Or you can have talent plus, and really stand out.",1418566322,9781418566326),ebook,,304 pages,"
            Published
        April 1st 2007
         by HarperCollins Leadership

            
              (first published January 1st 2004)
            
","['Leadership', 'Nonfiction', 'Self Help', 'Business']"
2913,"
      Brian's Hunt
",Gary Paulsen,"
  4.05
","

  9,366
  ratings
","

    607
    reviews
","Millions of readers of"" Hatchet, The River, Brian's Winter,"" and ""Brian's Return"" know that Brian Robeson is at home in the Canadian wilderness. He has stood up to the challenge of surviving alone in the woods. He prefers being on his own in the natural world to civilization. When Brian finds a dog one night, a dog that is wounded and whimpering, he senses danger. The dog is badly hurt, and as Brian cares for it, he worries about his Cree friends who live north of his camp. His instincts tell him to head north, quickly. With his new companion at his side, and with a terrible, growing sense of unease, he sets out to learn what happened. He sets out on the hunt. ""From the Hardcover edition.""",0553494155,9780553494150),Paperback,,105 pages,"
            Published
        October 11th 2005
         by Laurel Leaf Library

            
              (first published January 1st 2003)
            
","['Young Adult', 'Fiction', 'Adventure', 'Adventure', 'Survival', 'Realistic Fiction']"
