n,title,author,rating,num_ratings,num_reviews,descrip,isbn,isbn13,binding,edition,pages,published_on,genres 
35231499-please-don-t-tell-my-parents-i-have-a-nemesis,"
      Please Don't Tell My Parents I Have A Nemesis
",Richard  Roberts,"
  4.10
","

  678
  ratings
","

    62
    reviews
","It's summertime for supervillains!  Or maybe not, because for Penelope Akk, there is still one foe she has yet to defeat: her own reputation as Bad Penny. It's been a fun ride: fighting adult heroes, going to space, and inspiring the rest of her school to open up about their own powers.  Sooner or later, that ride has to end, and with school out of the way Penny is hatching a mad scheme to end it on her own terms. Will that go smoothly? Of course not. Penny's left too many unsolved problems behind her already, like ghosts, seriously crazy friends, and angry little girls from Jupiter.  One by one, they'll have to be dealt with before she can do battle with herself. She'd better hurry, because her parents are closing in. Whether she confesses or not, this time they will find out her secret.",Please,#4,Kindle Edition,,288 pages,"
            Published
        May 26th 2017
         by Curiosity Quills Press

            
              (first published May 25th 2017)
            
","['Comics', 'Superheroes', 'Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Childrens']"
8691828-persuasion,"
      Persuasion
",Jane Austen,"
  4.14
","

  477,497
  ratings
","

    15,970
    reviews
","She had been forced into prudence in her youth, she learned romance as she grew older: the natural sequel of an unnatural beginning.Anne Elliot is persuaded by her friends and family to reject a marriage proposal from Captain Wentworth because he lacks in fortune and rank. More than seven years later, when he returns home from the Navy, Anne realises she still has strong feelings for him, but Wentworth only appears to have eyes for a friend of Anne's. Moving, tender, but intrinsically 'Austen' in style, with its satirical portrayal of the vanity of society in the 18th-century England, Persuasion celebrates enduring love, hope and determination as one woman strives to reignite a lost relationship.",0007368615,9780007368617),Paperback,,232 pages,"
            Published
        2010
         by Harper Press

            
              (first published December 1818)
            
","['Classics', 'Fiction', 'Romance']"
25234783-unposted-letter,"
      Unposted Letter
",Mahatria Ra,"
  4.36
","

  737
  ratings
","

    66
    reviews
","Unposted Letters is a collection of short articles published in different issues of the magazine, Frozen Thoughts, compiled by the editor. Each letter contains deep and profound reflections on many topics related to life, work, situations, and attitudes. Each page contains ideas and concepts that can change the readers' view on many things and make their life richer and more enjoyable.The book contains simple lessons and principles and practical ideas that, if implemented, can make life more fulfilling and adverse situations easier to face. Whatever the reader is looking for - a resolution to a conflict, a personal or professional dilemma, practical advice, dealing with the loss of material possessions - they will find something that is useful and practical.Incorporating philosophy, concepts, ideas, and thoughts from various sources like the Bible and Bhagavad Gita and from great leaders and thinkers of the past and present, the book contains inspirational life lessons.These writings were published in the magazine Frozen Thoughts. Frozen Thoughts is a self-development journal that focuses on self-awakening, spirituality, and relationships. The magazine also covers a wide variety of personality development related subjects like parenting, psychology, management, religion and science, and stress management.About T. T. RangarajanT. T. Rangarajan (Rajan) is a New Age guru and spiritual expert. He is also involved in writing self-help books and is a personality development expert.Rajan is the Editor of Frozen Thoughts. The magazine contains his teachings and messages, and is now read in several countries across the world. He helps people in their quest for self-realization, and preaches that every individual leaves his own imprint on the world, through his life experiences. Rangarajan founded Alma Mater, an organization that teaches holistic personality development techniques. It is not affiliated to any religion or any political organization. Its ideology is t",English,English,Hardcover,,220 pages,"
            Published
        July 1st 2009
         by Manjul

      ","['Self Help', 'Nonfiction', 'Philosophy']"
179004,"
      Love, Death, and the Changing of the Seasons
",Marilyn Hacker,"
  4.10
","

  462
  ratings
","

    38
    reviews
",,0393312259,9780393312256),Paperback,,212 pages,"
            Published
        March 17th 1995
         by W. W. Norton  Company

            
              (first published 1986)
            
","['Poetry', 'LGBT', 'GLBT', 'Queer', 'GLBT', 'Lesbian', 'Fiction']"
29731650-paper-son-poet,"
      Paper-Son Poet
",Koon Kau Woon,"
  5.00
","

  2
  ratings
","

    0
    reviews
",,None,Combine,Paperback,,274 pages,"
            Published
        March 21st 2016
         by Createspace Independent Publishing Platform

      ",[]
35166319-shameless,"
      Shameless
",M. Malone,"
  3.99
","

  1,708
  ratings
","

    265
    reviews
","I am the thing that goes bump in the night. I am a liar, a protector...a killer... I am Noah Blake.  There is only one light in my darkness, one bright ray in the storm of my life. Lucia DeMarco. And I’ll do anything for her. Anything except show her who I really am...an assassin. Well, former assassin. I don’t really do that anymore...usually.  It would be easier if she didn’t call me names. Asshole, control freak … shameless. It would also be easier if she didn’t look at me with those trusting gray eyes. If I didn’t dream about the perfect curve of her — never mind all that. The point is she’s digging into my world, my secrets, and it’s going to get her killed.  But first, we have another more immediate concern. Lucia is going on a date—With someone else...  And I’m not allowed to kill this one.  Noah’s Cliffhanger Warning: Ladies, I know you want to see the full package. But I have to tease you first. So I’m just going to open a few buttons so you can take a peek. And while you’re at it, hold onto your panties because I like it dirty. (The Shameless series unfolds over the course of three books) ",English,English,Kindle Edition,,236 pages,"
            Published
        May 22nd 2017
         by Malone Squared

      ","['Romance', 'Romance', 'Contemporary Romance', 'Suspense', 'Romance', 'Romantic Suspense', 'Contemporary', 'Adult Fiction', 'Erotica', 'Dark', 'Humor', 'Funny', 'Drama', 'Business', 'Amazon']"
37889048-true-crime-stories-volume-9,"
      True Crime Stories Volume 9: 12 Shocking True Crime Murder Cases (True Crime Anthology)
",Jack Rosewood,"
  4.10
","

  137
  ratings
","

    27
    reviews
","In this addition to the True Crime Stories series you will follow police investigators as they enlist the aid of profilers to solve the infamous Phoenix Canal murders more than twenty years after they happened. You’ll read about two shocking cases where teenagers thought it would be a good idea to kill someone for fun. After having their fun, the murderous teenagers were promptly arrested and served a good helping of justice.  Some of the cases in this book can only be described as bizarre, like the case of Katherine Knight, who was an extremely violent woman and cannibal. She is profiled along with the story of the sideshow “freak” Grady Stiles Junior. As you can imagine by reading this, you will surely keep turning the pages once you begin reading to discover what drove these killers to go to the extreme that they did.  Grab a cup of tea and start reading about true murder cases, disappearances and other strange crimes that have shocked yet captured the imagination of people for decades. This collection of strange and cruel crime will surely keep you turning page after page… ",//<![CDATA[,Combine,Kindle Edition,,154 pages,"
            Published
        January 9th 2018
        

      ","['Crime', 'True Crime', 'Nonfiction', 'Mystery', 'Crime']"
40766761-queenpin,"
      Queenpin
",Megan Abbott,"
  3.76
","

  2,986
  ratings
","

    396
    reviews
","A young woman hired to keep the books at a down-at-the-heels nightclub is taken under the wing of the infamous Gloria Denton, a mob luminary who reigned during the Golden Era of Bugsy Siegel and Lucky Luciano. Notoriously cunning and ruthless, Gloria shows her eager young protégée the ropes, ushering her into a glittering demimonde of late-night casinos, racetracks, betting parlors, inside heists, and big, big money. Suddenly, the world is at her feet--as long as she doesn't take any chances, like falling for the wrong guy. As the roulette wheel turns, both mentor and protégée scramble to stay one step ahead of their bosses and each other.",B000RH0CG8,B000RH0CG8,Kindle Edition,,194 pages,"
            Published
        June 5th 2007
         by Simon & Schuster

            
              (first published January 1st 2007)
            
","['Mystery', 'Noir', 'Fiction', 'Mystery', 'Mystery', 'Crime', 'Thriller', 'Thriller', 'Mystery Thriller', 'Historical', 'Historical Fiction']"
7620958-paranoia,"
      Paranoia
",Willem Frederik Hermans,"
  3.86
","

  297
  ratings
","

    12
    reviews
",,9789028242531,9789028242531,Hardcover,,192 pages,"
            Published
        October 2007
         by Van Oorschot

            
              (first published 1953)
            
","['Fiction', 'European Literature', 'Dutch Literature', 'Short Stories', 'Literature', 'Academic', 'School']"
9161907-the-red-queen,"
      The Red Queen
",Philippa Gregory,"
  3.78
","

  57,933
  ratings
","

    4,330
    reviews
","The second book in Philippa's stunning new trilogy, The Cousins' War, brings to life the story of Margaret Beaufort, a shadowy and mysterious character in the first book of the series - The White Queen - but who now takes centre stage in the bitter struggle of The War of the Roses. The Red Queen tells the story of the child-bride of Edmund Tudor, who, although widowed in her early teens, uses her determination of character and wily plotting to infiltrate the house of York under the guise of loyal friend and servant, undermine the support for Richard III and ultimately ensure that her only son, Henry Tudor, triumphs as King of England. Through collaboration with the dowager Queen Elizabeth Woodville, Margaret agrees to a betrothal between Henry and Elizabeth's daughter, thereby uniting the families and resolving the Cousins War once and for all by founding of the Tudor dynasty.",English,English,Paperback,,405 pages,"
            Published
        April 14th 2011
         by Simon & Schuster UK

            
              (first published August 3rd 2010)
            
","['Historical', 'Historical Fiction', 'Historical', 'Fiction']"
29414640-goldenhand,"
      Goldenhand
",Garth Nix,"
  4.07
","

  10,020
  ratings
","

    1,265
    reviews
","Lirael knows the blood that runs in her veins and her true powers. She also knows that Chlorr of the Mask has been conspiring with the clans of the steppe, from a message she’s received from her long-dead mother, Arielle. But no one else believes that nomads can be a real threat. Accompanied by Nicholas Sayre and a young mountain nomad, Lirael goes on a dangerous journey across the steppe and into the mountains to see for herself. There Lirael discovers the future Arielle saw long ago that is now coming to pass: Chlorr has gathered the clans to attack the unsuspecting Old Kingdom. The only way Lirael and her companions can stop the attack is to find Chlorr’s original, better human self—Clariel. Only, Clariel has been asleep for centuries beyond the Great Rift. Lirael must reach her—and help her go beyond the Ninth Gate to die the final Death—before it is too late.",B01ARJSYDI,B01ARJSYDI,Kindle Edition,,368 pages,"
            Published
        October 11th 2016
         by HarperCollins

      ","['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Young Adult', 'Young Adult Fantasy', 'Adventure', 'Fantasy', 'High Fantasy', 'Audiobook', 'Young Adult', 'Teen', 'Romance']"
31557841-the-jews-and-the-judaism-the-beginning-of-human-civilization-7000-years,"
      The Jews and the Judaism the beginning of human civilization 7000 years ago
",Nikolay Panayotov,"
  5.00
","

  1
  rating
","

    0
    reviews
",,English,English,Hardcover,First Edition,367 pages,"
            Published
        2002
         by IK""Benida"" Pub. House

      ",[]
40605174-how-to-wine-with-your-boss-6-other-tips-to-fast-track-your-career,"
      How to Wine With Your Boss & 6 Other Tips To Fast Track Your Career
",Tiffany Yarde,"
  4.25
","

  4
  ratings
","

    1
    review
","Fourteen years of working in highly competitive international corporations will teach a person a lot about relationships, politics, and the ""natural order"" of things. There's no one way to the top of a respective field but there are tactics that many people employ to build trust and to make sure their hard work doesn't go unnoticed. ""How to Wine With Your Boss"" teaches you about positioning, tact, and how to tool your passions. Wine is Tiffany's story. For much of her career in accounting, marketing, and human resources, she has used her wine knowledge to connect with people. Inside, she takes readers through the journey of how she built relationships with colleagues who didn't come from where she came from or necessarily saw the world through her lens. She gives readers an opportunity to build professional development skills while demystifying “wine enthusiasm"" and potentially helping readers gain a new curiosity on the subject. People don't grow in isolation; they grow with other people, so join Tiffany on this wine trip through grape regions, styles, and wine parties. While on the road, she’ll share the bumps she hit, and the resilience she fostered along the way.",English,English,Kindle Edition,,186 pages,"
            Published
        June 19th 2018
         by Prodigy Gold Books

      ",[]
18453187-the-sacrifice,"
      The Sacrifice
",Charlie Higson,"
  4.42
","

  5,194
  ratings
","

    368
    reviews
","The Sacrifice picks up after Small Sam and The Kid arrive at the Tower of London at the end of The Dead. Though Sam finds safety and friendship at the Tower with Jordan Hordern's crew, he can't settle down. The only thing he wants is to be reunited with his sister, Ella. Despite Ed's protests, Sam and the Kid strike out westward, through the no-go zone.Meanwhile, Shadowman is tracking Saint George across north London, watching him build up his army. Shadowman knows that Saint George is an extremely dangerous threat, but no one will take his warnings seriously.Some answers to the questions we've been wondering about--What is the Disease? Where did it come from? Is there a cure?--are addressed by an unexpected source: a diseased adult nicknamed Wormwood who has the ability to speak, though his ravings are difficult to decipher.Unspeakable horror, edge-of-the-seat suspense, and stomach-churning plot twists continue in Book 4 of Charlie Higson's masterful Enemy saga.",1423166353,9781423166351),Paperback,,512 pages,"
            Published
        May 13th 2014
         by Disney-Hyperion

            
              (first published September 20th 2012)
            
","['Horror', 'Zombies', 'Horror', 'Young Adult', 'Science Fiction', 'Dystopia']"
3937997-the-ten-thousand-things,"
      The Ten Thousand Things 
",Maria Dermoût,"
  3.81
","

  993
  ratings
","

    185
    reviews
","The Ten Thousand Things is a novel of shimmering strangeness—the story of Felicia, who returns with her baby son from Holland to the Spice Islands of Indonesia, to the house and garden that were her birthplace, over which her powerful grandmother still presides. There Felicia finds herself wedded to an uncanny and dangerous world, full of mystery and violence, where objects tell tales, the dead come and go, and the past is as potent as the present. First published in Holland in 1955, Maria Dermoût's novel was immediately recognized as a magical work, like nothing else Dutch—or European—literature had seen before. The Ten Thousand Things is an entranced vision of a far-off place that is as convincingly real and intimate as it is exotic, a book that is at once a lament and an ecstatic ode to nature and life.",0394724437,9780394724430),Paperback,,244 pages,"
            Published
        June 12th 1984
         by Vintage

            
              (first published 1955)
            
","['Fiction', 'Magical Realism', 'Cultural', 'Asia']"
28587698-the-heavens-may-fall,"
      The Heavens May Fall
",Allen Eskens,"
  4.12
","

  5,718
  ratings
","

    811
    reviews
","Detective Max Rupert is convinced that Jennavieve Pruitt was killed by her husband, Ben. Max's friend, attorney Boady Sanden, is equally convinced that Ben, his client, is innocent. The case is pushing their friendship to the breaking point and forcing each to confront personal demons. Max is still struggling with the death of his wife four years earlier and the Pruitt case stirs up old memories. Boady hasn't taken on a defense case since the death of an innocent client, a man Boady believes he could have saved but didn't. Now he is back in court, determined to redeem himself for having failed in the past. Vividly told from two opposing perspectives, the story of Jennavieve Pruitt's death disrupts many lives and the truth remains a mystery till the very end.",Detective,#3,ebook,,270 pages,"
            Published
        October 4th 2016
         by Seventh Street Books

      ","['Mystery', 'Fiction', 'Audiobook', 'Thriller', 'Mystery Thriller', 'Thriller']"
33548396-blood-communion,"
      Blood Communion
",Anne Rice,"
  3.86
","

  2,821
  ratings
","

    445
    reviews
","The Vampire Chronicles continue with a riveting, rich saga--part adventure, part fairy-tale--of Prince Lestat and the story of the Blood Communion as he tells the tale of his coming to rule the vampire world and the eternal struggle to find belonging, a place in the universe for the undead, and how, against his will, he must battle the menacing, seemingly unstoppable force determined to thwart his vision and destroy the entire vampire netherworld.In this spellbinding novel, Lestat, rebel outlaw, addresses the tribe of vampires, directly, intimately, passionately, and tells the riveting story of the formation of the Blood Communion and how he became Prince of the vampire world, the true ruler of this vast force, and how his vision for all the Children of the Universe to thrive as one, came to be.     The tale spills from Lestat's heart, as he speaks first of his new existence as reigning monarch--and then of his fierce battle of wits and words with the mysterious Rhoshamandes, proud Child of the Millennia, reviled outcast for his senseless slaughter of the legendary ancient vampire Maharet, who brought forth the Great Family of the undead; Rhoshamandes, a force who refuses to live in harmony at the Court of Prince Lestat and threatens all that Lestat has dreamt of.     As the tale unfolds, Lestat takes us from the towers and battlements of his ancestral castle in the snow-covered mountains of France to the verdant wilds of lush Louisiana with its lingering fragrances of magnolias and night jasmine; from the far reaches of the Pacific's untouched islands to the 18th-century city of St. Petersburg and the court of the Empress Catherine . . .",1784742066,9781784742065),Paperback,,272 pages,"
            Published
        October 4th 2018
         by Chatto  Windus

            
              (first published October 2nd 2018)
            
","['Horror', 'Paranormal', 'Vampires', 'Fiction', 'Fantasy', 'Fantasy', 'Paranormal']"
29096880-l-insoutenable-l-g-ret-de-l-tre,"
      L'insoutenable légèreté de l'être
",Milan Kundera,"
  4.09
","

  299,390
  ratings
","

    13,330
    reviews
","Traduit du tchèque par François KérelPostface de François Ricard«Qu'est-il resté des agonisants du Cambodge?Une grande photo de la star américaine tenant dans ses bras un enfant jaune. Qu'est-il resté de Tomas?Une inscription: Il voulait le Royaume de Dieu sur la terre.Qu'est-il resté de Beethoven?Un homme morose à l'invraisemblable crinière, qui prononce d'une voix sombre: ''Es muss sein!''Qu'est-il resté de Franz?Une inscription: Après un long égarement, le retour. Et ainsi de suite, et ainsi de suite. Avant d'être oubliés, nous serons changés en kitsch. Le kitsch, c'est la station de correspondance entre l'être et l'oubli.»",French,French,Paperback,revue par l'auteur,476 pages,"
            Published
        1989
         by Gallimard

            
              (first published 1984)
            
","['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels']"
43543405-paul-destroyed-jesus,"
      Paul Destroyed Jesus
",Rodolfo Martin Vitangcol,"
  5.00
","

  3
  ratings
","

    0
    reviews
","Jesus came to set the world free with TWO BASIC TRUTHS:1. That his Father—not the Yahweh of the Jews or any other gods—is the “One True God”;2.That he—Jesus—is “the Messiah” sent by his Father to bring the fullness of life to the world.But then came the Apostle Paul and concocted his own “Gospel of Salvation” that practically turned Jesus and his true Mission for the world upside down. Unfortunately, the world falls for his Gospel. And the world suffers.The Apostle Paul is the most destructive force that has ever fallen upon Jesus and his true Mission for the world. The earlier we can resurrect Jesus from the Gospel of Paul, the better for the life of the world.Behold in this book how “Paul’s gospel destroyed Jesus.”Amen.",English,English,ebook,,143 pages,"
            Published
        
         by Rodolfo Martin Vitangcol

      ",[]
45253,"
      Mindstar Rising
",Peter F. Hamilton,"
  3.92
","

  6,917
  ratings
","

    224
    reviews
","Greg Mandel, late of the Mindstar Battalion, has been many things in his life. Commando. Freedom fighter. Assassin. Now he's a freelance operative with a very special edge: telepathy. In the high-tech, hard-edged world of computer crime, zero-gravity smuggling, and artificial intelligence, Greg Mandel is the man to call when things get rough. But when an elusive saboteur plagues a powerful organization known as Event Horizon, Mandel must cut his way through a maze of corporate intrigue and startling new scientific discoveries. And nothing less than the future is at stake.",0812590562,9780812590562),Mass Market Paperback,,432 pages,"
            Published
        May 15th 1997
         by Tor Books

            
              (first published 1993)
            
","['Science Fiction', 'Fiction', 'Science Fiction', 'Cyberpunk']"
30332862-daring-the-bad-boy,"
      Daring the Bad Boy
",Monica  Murphy,"
  3.61
","

  851
  ratings
","

    151
    reviews
","Truth or Dare was never this much fun...Annie McFarland is sick of being a shy nobody. A session at summer camp seems like the perfect opportunity to reinvent herself—gain some confidence, kiss a boy, be whoever she wants to be. A few days in, she’s already set her sights on über-hottie Kyle. Too bad her fear of water keeps her away from the lake, where Kyle is always hanging out. Jacob Fazio is at Camp Pine Ridge after one too many screw-ups. Junior counseling seems like punishment enough, but the rigid no-fraternizing-with-campers rules harsh his chill. When a night of Truth or Dare gets him roped into teaching Annie how to swim, she begs him to also teach her how to snag Kyle. Late-night swim sessions turn into late-night kissing sessions...but there’s more on the line than just their hearts. If they get caught, Jake’s headed straight to juvie, but Annie’s more than ready to dare him to reveal the truth.Disclaimer: This Entangled Teen Crush book contains references to drinking, sexual situations, adult language, and an intense bad boy hero who will meltyour heart. ",English,English,ebook,,150 pages,"
            Published
        August 22nd 2016
         by Entangled Crush

      ","['Young Adult', 'Romance', 'Contemporary', 'Romance', 'Contemporary Romance']"
36609634-lake-manning,"
      Lake + Manning
",Jessica Hawkins,"
  4.39
","

  3,043
  ratings
","

    457
    reviews
","The final book in the Something in the Way series, a love saga.Manning and I have what happily-ever-after is made of . . .A home he built us on the unshakeable foundation we fought for.A life of laughter carved out of heartache and betrayal.A love story to stand the test of time.But between a trust that can’t be broken, joy that can’t be bridled, and passion that would scorch the sun, the empty spaces are becoming more and more difficult to ignore . . .Fears that keep Manning up at night as he slips from our bed.Our complicated relationship with a man he respects and one I don't know how to forgive.And a sprawling, beautiful home with one small room I'm afraid I'll never be able to fill.Manning and I have what happily-ever-after is made of . . . But I'll beg the heavens for just one thing more.",Something,#4,ebook,1st Edition,,"
            Published
        February 13th 2018
        

      ","['Romance', 'New Adult', 'Romance', 'Contemporary Romance', 'Contemporary']"
13175547-un-diamante-da-tiffany,"
      Un diamante da Tiffany
",Karen Swan,"
  4.05
","

  4,399
  ratings
","

    410
    reviews
","Cassie ha appena lasciato il marito, dopo aver scoperto la terribile verità su un matrimonio che pensava perfetto. Sa che è il momento di voltare pagina e ricominciare. E allora, quale migliore aiuto di quello che possono offrirle le sue preziose amiche d’infanzia? Kelly, Anouk e Suzy, brillanti, alla moda e vitali, sono pronte a ospitarla e a farle vivere l’atmosfera glamour della Grande Mela, la passione e la seduzione della Ville Lumière e la frenesia londinese. In un viaggio alla scoperta di una se stessa che non conosceva, Cassie vivrà le esperienze più diverse: lavorerà con acclamati stilisti newyorkesi e parigini, poserà per un quotato fotografo, prenderà lezioni di cucina da un famoso chef e organizzerà matrimoni. Ad attenderla, al suo arrivo in ogni città, c’è una strana lista di cose da fare… Qualcuno che conosce da tanto tempo la compila per lei. Qualcuno che le fa trovare una sorpresa speciale sotto il grande albero di Natale nello scintillante negozio di Tiffany. Qualcuno che le regala dei semi di fiori, ogni volta diversi, da piantare e far crescere, come in un romantico messaggio cifrato. Il destino ha in serbo per lei la tanto attesa scatolina blu? E se un giorno il passato lasciato alle spalle dovesse all’improvviso tornare?",8854136514,9788854136519),Hardcover,Anagramma #129,509 pages,"
            Published
        November 24th 2011
         by Newton Compton

            
              (first published 2011)
            
","['Womens Fiction', 'Chick Lit', 'Holiday', 'Christmas', 'Romance', 'Fiction', 'Contemporary', 'Holiday']"
24980828-lord-of-the-flies,"
      Lord of the Flies
",William Golding,"
  3.67
","

  2,042,946
  ratings
","

    33,338
    reviews
","Alternative cover version for ISBN: 9780571191475William Golding's compelling story about a group of very ordinary small boys marooned on a coral island has become a modern classic. At 1st, it seems as though it's all going to be great fun; but the fun before long becomes furious & life on the island turns into a nightmare of panic & death. As ordinary standards of behavior collapse, the whole world the boys know collapses with them—the world of cricket & homework & adventure stories—& another world is revealed beneath, primitive & terrible. Lord of the Flies remains as provocative today as when it was 1st published in 1954, igniting passionate debate with its startling, brutal portrait of human nature. Though critically acclaimed, it was largely ignored upon its initial publication. Yet soon it became a cult favorite among both students ^ literary critics who compared it to J.D. Salinger's The Catcher in the Rye in its influence on modern thought & literature. Labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, even a vision of the apocalypse, Lord of the Flies has established itself as a classic.",English,English,Paperback,,225 pages,"
            Published
        December 1997
         by faber and faber

            
              (first published September 17th 1954)
            
","['Classics', 'Fiction', 'Young Adult', 'Academic', 'School']"
1343439,"
      Sharp Objects
",Gillian Flynn,"
  3.96
","

  551,346
  ratings
","

    39,467
    reviews
","When two girls are abducted and killed in Missouri, journalist Camille Preaker is sent back to her home town to report on the crimes. Long-haunted by a childhood tragedy and estranged from her mother for years, Camille suddenly finds herself installed once again in her family's mansion, reacquainting herself with her distant mother and the half-sister she barely knows - a precocious 13-year-old who holds a disquieting grip on the town. As Camille works to uncover the truth about these violent crimes, she finds herself identifying with the young victims - a bit too strongly. Clues keep leading to dead ends, forcing Camille to unravel the psychological puzzle of her own past to get at the story. Dogged by her own demons, Camille will have to confront what happened to her years before if she wants to survive this homecoming.",0753822210,9780753822210),Paperback,,321 pages,"
            Published
        September 17th 2007
         by Phoenix

            
              (first published September 26th 2006)
            
","['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller']"
10362237-bin-muhte-em-g-ne,"
      Bin Muhteşem Güneş
",Khaled Hosseini,"
  4.36
","

  1,027,561
  ratings
","

    49,692
    reviews
","After 103 weeks on the New York Times bestseller list and with four million copies of The Kite Runner shipped, Khaled Hosseini returns with a beautiful, riveting, and haunting novel that confirms his place as one of the most important literary writers today.Propelled by the same superb instinct for storytelling that made The Kite Runner a beloved classic, A Thousand Splendid Suns is at once an incredible chronicle of thirty years of Afghan history and a deeply moving story of family, friendship, faith, and the salvation to be found in love.Born a generation apart and with very different ideas about love and family, Mariam and Laila are two women brought jarringly together by war, by loss and by fate. As they endure the ever escalating dangers around them—in their home as well as in the streets of Kabul—they come to form a bond that makes them both sisters and mother-daughter to each other, and that will ultimately alter the course not just of their own lives but of the next generation. With heart-wrenching power and suspense, Hosseini shows how a woman's love for her family can move her to shocking and heroic acts of self-sacrifice, and that in the end it is love, or even the memory of love, that is often the key to survival.A stunning accomplishment, A Thousand Splendid Suns is a haunting, heartbreaking, compelling story of an unforgiving time, an unlikely friendship, and an indestructible love.--khaledhosseini.com",9752894844,9789752894846),Paperback,,430 pages,"
            Published
        2008
         by Everest Yayınları

            
              (first published May 22nd 2007)
            
","['Fiction', 'Historical', 'Historical Fiction', 'Contemporary']"
6356600-eragon,"
      Eragon
",Christopher Paolini,"
  3.89
","

  1,312,177
  ratings
","

    20,634
    reviews
","Fifteen-year-old Eragon believes that he is merely a poor farm boy—until his destiny as a Dragon Rider is revealed. Gifted with only an ancient sword, a loyal dragon, and sage advice from an old storyteller, Eragon is soon swept into a dangerous tapestry of magic, glory, and power. Now his choices could save—or destroy—the Empire.“An authentic work of great talent.”—The New York Times Book Review“Christopher Paolini make[s] literary magic with his precocious debut.”—People “Unusual, powerful, fresh, and fluid.”—Booklist, Starred“An auspicious beginning to both career and series.” —Publishers WeeklyA New York Times BestsellerA USA Today BestsellerA Wall Street Journal BestsellerA Book Sense BestsellerFrom the Hardcover edition.",English,English,Kindle Edition,,528 pages,"
            Published
        August 26th 2003
         by Knopf Books for Young Readers

            
              (first published June 2002)
            
","['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Dragons']"
35617358-seduzido-at-domingo,"
      Seduzido até Domingo
",Catherine Bybee,"
  4.22
","

  7,154
  ratings
","

    399
    reviews
","Meg Rosenthal: Casamenteira de dia, realista à noite, Meg não se vai deixar levar por um belo homem de negócios qualquer com o seu fato de designer. Foi a uma fantástica estância avaliar o potencial dessa ilha privada para a sua agência, não foi para namorar com o seu dono. Mas aquele homem tem um magnetismo qualquer a que é difícil resistir, até mesmo para uma mulher que se recusa a apaixonar-se. Valentino Masini: Homem de negócios bem sucedido e lindo de morrer, Valentino está habituado a ter o que de melhor há no mundo. No entanto, nunca quis nada com a intensidade com que quer Meg, que provocou um terramoto no seu coração. Mas justamente quando decide convencê-la a ficar, alguém decide tirar Meg da ilha… para sempre.",Portuguese,Portuguese,Paperback,,352 pages,"
            Published
        August 4th 2017
         by Bertrand Editora

            
              (first published April 14th 2015)
            
","['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit']"
60698,"
      Memoirs of a Madman
",Gustave Flaubert,"
  3.67
","

  652
  ratings
","

    57
    reviews
","A captivating and evocative work, Memoirs of a Madman is one of Flaubert's earliest writings, and forms the basis for his highly renowned L'Education Sentimentale. As a young man looks back on the years that have brought him to ""madness,"" he recalls the innocence of his boyhood and his fond belief that he was blessed with a mind of genius. Yet, painfully, wretchedly, he also recounts his all-too-sudden entry into the adult world. For the day he caught sight of a beautiful woman by the sea marked the end of his flamboyant philosophizing, and the beginning of a tragic coming of age.",1843910004,9781843910008),Paperback,,86 pages,"
            Published
        March 1st 2003
         by Hesperus Press

            
              (first published May 1838)
            
","['Classics', 'Fiction', 'Cultural', 'France', 'European Literature', 'French Literature', 'Literature', '19th Century', 'Literature', 'Novels']"
35498704-waiting-for-the-punchline,"
      Waiting for the Punchline
",Natasha West,"
  3.89
","

  186
  ratings
","

    22
    reviews
","Uptight musical prodigy Phoebe Fitzgerald and chaotic class clown Megan Hunter meet as kids and a friendship is born that spans a three-decade long roller-coaster ride. But are they only meant to be friends? And if the passion underneath the platonic can’t be contained, will it destroy the relationship?From humble beginnings to careers on the stage - Megan a comedian, Phoebe a rockstar - these two women will ask the question again and again… Is it ever a good idea to fall for your best friend?A romantic comedy from the author of 'Real Love' and 'The Plus One'.",English,English,Kindle Edition,,196 pages,"
            Published
        June 21st 2017
        

      ","['Romance', 'LGBT', 'Fiction', 'Young Adult']"
