17455811-bitter-sweet-love,"
      Bitter Sweet Love
",Jennifer L. Armentrout,"
  4.09
","

  10,077
  ratings
","

    1,065
    reviews
","Dez wasn't just Jasmine's crush. A gargoyle Warden like Jas, he helped her come to terms with her destiny—fending off demons and maintaining the balance between good and evil. He was her everything…right until the moment he disappeared without a trace. It didn't help that Jas's father had just announced that she and Dez would one day be mated. Hard not to take that personally.And now he's back, three years older, ten times hotter, ready to pick up exactly where they left off. But Jas isn't taking that risk again. Dez has seven days to meet all her conditions and earn back her trust. Seven days filled with terrifying danger and sweet temptation. Seven days to win her heart—or shatter it all over again...",,,Kindle Edition,,105 pages,"
            Published
        December 1st 2013
         by Harlequin Teen

      ","['Fantasy', 'Paranormal', 'Young Adult', 'Romance', 'Fantasy', 'Romance', 'Paranormal Romance']"
18223667-the-professional,"
      The Professional: Part 1
",Kresley Cole,"
  4.14
","

  7,138
  ratings
","

    708
    reviews
","He makes the rules . . .Mafiya enforcer Aleksandr ""The Siberian"" Sevastyan’s loyalty to his boss is unwavering, until he meets the boss’s long-lost daughter, a curvy, tantalizing redhead who haunts his mind and heats his blood like no other. Ordered to protect her, Sevastyan will do anything to possess her as well—on his own wicked terms.Rules are made to be broken . . .PhD student Natalie Porter had barely recovered from her first sight of the breathtakingly gorgeous Sevastyan before the professional hit man whisks her away to Russia, thrusting her into a world of extreme wealth and wanton pleasures. With every day she spends under his protection, she falls deeper under his masterful spell.Are you ready to play?Yet all is not as it seems. To remove Natalie from an enemy’s reach, Sevastyan spirits her into hiding. From an opulent palace in Russia to the decadent playgrounds of the mega-wealthy in Paris, the two lovers will discover that even their darkest—and most forbidden—fantasies can come true…",145165006X,9781451650068),ebook,,120 pages,"
            Published
        December 16th 2013
         by Pocket Star

      ","['Adult Fiction', 'Erotica', 'Contemporary', 'Romance', 'Contemporary Romance', 'Erotica', 'BDSM', 'Romance', 'Erotic Romance']"
6017893,"
      قهوة وشيكولاتة
",عمر طاهر,"
  2.89
","

  2,124
  ratings
","

    242
    reviews
",,,,Paperback,,78 pages,"
            Published
        
         by اطلس للنشر و الانتاج الاعلامي

      ",['Poetry']
17162080-two-lies-and-a-spy,"
      Two Lies and a Spy
",Kat Carlton,"
  3.80
","

  2,787
  ratings
","

    250
    reviews
","Kari plunges into the world of espionage on a mission to save her parents while trying to impress the guy she’s been in love with forever.When sixteen-year-old Kari’s dad sends her an unexpected text, she and her brother immediately go into hiding. Because when your parents are superspies and your dad declares a Code Black, it can only mean something bad. Very bad.Kari soon discovers that her parents have been disavowed and declared traitors, and she’s determined to clear their names. Breaking into the Agency seems like a reasonable plan, especially with the help of a team that includes her longtime crush, Luke, as well as her two best friends—an expert hacker with attitude and a master martial artist—and Luke’s popular, vindictive twin sister. Oh, and a new guy, who’s as cute as he is complicated...",1442481722,9781442481725),Hardcover,,256 pages,"
            Published
        September 3rd 2013
         by Simon & Schuster

      ","['Young Adult', 'Mystery', 'Spy Thriller', 'Espionage', 'Contemporary']"
10184855-casket-of-souls,"
      Casket of Souls
",Lynn Flewelling,"
  4.16
","

  3,986
  ratings
","

    262
    reviews
","The Nightrunners are back in this gripping novel full of Lynn Flewelling’s trademark action, intrigue, and richly imagined characters. More than the dissolute noblemen they appear to be, Alec and Seregil are skillful spies, dedicated to serving queen and country. But when they stumble across evidence of a plot pitting Queen Phoria against Princess Klia, the two Nightrunners will find their loyalties torn as never before. Even at the best of times, the royal court at Rhíminee is a serpents’ nest of intrigue, but with the war against Plenimar going badly, treason simmers just below the surface.And that’s not all that poses a threat: A mysterious plague is spreading through the crowded streets of the city, striking young and old alike. Now, as panic mounts and the body count rises, hidden secrets emerge. And as Seregil and Alec are about to learn, conspiracies and plagues have one thing in common: The cure can be as deadly as the disease.",0345522303,9780345522306),Paperback,,476 pages,"
            Published
        May 29th 2012
         by Spectra

            
              (first published January 2012)
            
","['Fantasy', 'LGBT', 'Romance', 'M M Romance', 'Fantasy', 'High Fantasy', 'Fiction']"
10187224-there-but-for-the,"
      There but for the
",Ali Smith,"
  3.43
","

  6,997
  ratings
","

    1,031
    reviews
","From the award-winning author of Hotel World and The Accidental, a dazzling, funny, and wonderfully exhilarating new novel. At a dinner party in the posh London suburb of Greenwich, Miles Garth suddenly leaves the table midway through the meal, locks himself in an upstairs room, and refuses to leave. An eclectic group of neighbors and friends slowly gathers around the house, and Miles’s story is told from the points of view of four of them: Anna, a woman in her forties; Mark, a man in his sixties; May, a woman in her eighties; and a ten-year-old named Brooke. The thing is, none of these people knows Miles more than slightly. How much is it possible for us to know about a stranger? And what are the consequences of even the most casual, fleeting moments we share every day with one another? Brilliantly audacious, disarmingly playful, and full of Smith’s trademark wit and puns, There but for the is a deft exploration of the human need for separation—from our pasts and from one another—and the redemptive possibilities for connection. It is a tour de force by one of our finest writers.",0375424091,9780375424090),Hardcover,,236 pages,"
            Published
        September 13th 2011
         by Pantheon

            
              (first published June 2nd 2011)
            
","['Fiction', 'Contemporary', 'Literary Fiction']"
13555269-martuk-the-holy,"
      Martuk... the Holy
",Jonathan Winn,"
  4.09
","

  23
  ratings
","

    9
    reviews
","""I am Martuk. Remember, it’s Martuk as in “too”. Or “two” with that hard “k” at the end. Martuk. The Holy. The audacity of it still makes me smile.""In a crowded Left Bank cafe, an immortal man sits, the phantoms crawling near, the heat of their whispers stinging his cheek …and Martuk ... The Holy begins. One thousand years before the birth of Christ, a golden god damns Martuk with a kiss. In a land ruled by a wounded king, life everlasting steals his mortality from the bottom of a golden cup. Finally, generations later, a Messiah who has the power to heal breaks under the weight of Martuk's demons, stumbling to his death defeated by darkness. From his home in modern Paris, he writes, his memories lush, his words evocative. Revisiting his impossible life, he vents his rage and shares his loneliness. From bloody battles with a demon he cannot escape to the ghost of a beauty who haunts him still, this is his story.This is Martuk ... The Holy.",,,Kindle Edition,,287 pages,"
            Published
        March 5th 2012
        

      ",[]
10752995---90,"
      الرياض - نوفمبر 90
",سعد الدوسري,"
  3.51
","

  511
  ratings
","

    142
    reviews
",كتب سعد الدوسري هذه الرواية قبل عشرين سنة، وهي تلامس الواقعة الاجتماعية بتفاصيلها. غير أن سعداً لم يجرؤ على نشر الرواية، ومثله كان كل أصدقائه الذين تناوبوا التناصح معه في عدم نشرها. ولقد شاعت الرواية بين الأيدي، بالتصوير والتهادي، حتى لقد صارت أشهر رواية عربية غير منشورة.ولو نُشرت في حينها، لأحدثت ضجة كبيرة ومدوّية، لأنها كانت فعلاً أول رواية سعودية تغوص في العمق وتضع اليد على الممنوع والمسكوت عنه.د. عبدالله الغذامي,,,,,416 pages,"
            Published
        2011
         by المركز الثقافي العربي

      ",['Novels']
6353230-a-good-woman,"
      A Good Woman
",Danielle Steel,"
  3.95
","

  6,885
  ratings
","

    589
    reviews
","The spellbinding novel from the world's favourite storytellerAnnabelle Worthington, born into a life of privilege, was raised amid the glamour of New York society. But everything changes on a cold April day in 1912, when the sinking of the Titanic alters her world forever.Finding strength within her grief, Annabelle throws herself into volunteer work, nursing the poor and igniting a passion for medicine that will shape the course of her life. But a seemingly idyllic marriage brings more grief, and pursued by a scandal Annabelle flees New York for war-ravaged France. There she finds her true calling, working as an ambulance medic on the front lines. When the war ends, Annabelle begins a new life in Paris - now a doctor and mother, her past almost forgotten. . . until a fateful meeting opens her heart to the world she had left behind.A stunning and uplifting historical novel from the incomparable storyteller Danielle Steel",0552154768,9780552154765),Paperback,,416 pages,"
            Published
        October 22nd 2009
         by Corgi

            
              (first published January 1st 2008)
            
","['Romance', 'Fiction', 'Historical', 'Historical Fiction']"
99714,"
      The Floating Island
",Elizabeth Haydon,"
  3.93
","

  2,014
  ratings
","

    148
    reviews
","Long ago, in the Second Age of history, a young Nain explorer by the name of Ven Polypheme traveled much of the known and unknown world, recording his adventures. Recently discovered by archaeologists, a few fragments of his original journals are reproduced in this book. Great care has been taken to reconstruct the parts of the journal that did not survive, so that a whole story can be told...Charles Magnus Ven Polypheme--known as Ven--is the youngest son of a long line of famous shipwrights. He dreams not of building ships, but of sailing them to far-off lands where magic thrives. Ven gets his chance when he is chosen to direct the Inspection of his family's latest ship--and sets sail on the journey of a lifetime. Attacked by fire pirates, lost at sea and near death, Ven is rescued by a passing ship on its way to the Island of Serendair. Thankful to be alive, little does Ven know that the pirate attack--and his subsequent rescue--may not have been an accident. Shadowy figures are hunting for the famed Floating Island, the only source of the mystical Water of Life. They think Ven can lead them to this treasure, and will stop at nothing to get it--even murder. In a narrative that alternates entries from his journals and drawings from his sketchbooks, Ven begins the famous chronicles of his exciting and exotic adventures--adventures that would later earn him renown as the author of The Book of All Human Knowledge and All the World's Magic. ",0765308673,9780765308672),Hardcover,,368 pages,"
            Published
        August 22nd 2006
         by Starscape

      ","['Fantasy', 'Young Adult', 'Adventure', 'Childrens', 'Middle Grade']"
17834399-r-quiem-para-una-mu-eca-rota,"
      Réquiem para una muñeca rota.
",Eve Gil,"
  3.65
","

  34
  ratings
","

    6
    reviews
","Moramay es una chica de trece años a la que le han hecho creer que vive en condiciones perfectas: con una confortable casa rodeada de muñecas, asiste a los mejores colegios y su madre la cuida celosamente. Su padre aparece y desaparece cada cierto tiempo y ella empieza a sospechar que su entorno familiar, del cual se hastía cada vez más, no es lo que todos aparentan.Todo cobra un nuevo sentido cuando conoce a Vanessa, una compañera de colegio con quien traba una intensa amistad. Juntas descubren los primeros amores, la sexualidad, la redifinición de lo que significa convertirse en una mujer y la rebeldía ante la sumisión y la doble moral del mundo adulto. Pero los lazos que parecen inquebrantables pueden verse amenazados por decisiones que están fuera de sus manos y ante las que deberán responder para afirmarse a sí mismas.",9786071124,9786071124,Paperback,,265 pages,"
            Published
        2013
         by Santillana

      ",[]
17969102-uma-espia-no-meu-passado,"
      Uma Espia no Meu Passado
",Lucinda Riley,"
  4.14
","

  12,987
  ratings
","

    1,120
    reviews
","Côte d'Azur, 1998. Émilie lutou sempre contra o seu passado aristocrático. Agora, com a morte da mãe, é obrigada a confrontá-lo pois é a única herdeira do imponente castelo da família. Mas com a casa vem uma pesada dívida e muitas interrogações: qual era a finalidade do quarto secreto que descobre por baixo da adega? Quem é a misteriosa Sophia, que assina um comovente caderno de poemas? Quem foram os protagonistas da trágica paixão que mudou o curso da história da família? Londres, 1943. Em plena Segunda Guerra Mundial, a inexperiente Constance Carruthers é recrutada pelos serviços de espionagem britânicos e enviada para Paris. Um incidente separa-a do seu contacto na Resistência Francesa, obrigando-a a refugiar-se junto de uma família aristocrata que entretém membros da elite de Hitler ao mesmo tempo que conspira para libertar o país. Numa cidade repleta de espiões e no auge da ocupação nazi, Constance vai ter de decidir a quem confiar o seu coração. Constance e Émilie estão separadas por meio século mas unidas por laços que resistiram à força demolidora do tempo. Os segredos que o passado encerra pulsam ainda em busca de redenção.",9892323610,9789892323619),Paperback,,496 pages,"
            Published
        June 18th 2013
         by ASA

            
              (first published August 2012)
            
","['Historical', 'Historical Fiction', 'Fiction', 'Romance', 'Historical', 'Cultural', 'France', 'Mystery']"
13363742-konbini-kun,"
      コンビニくん。[Konbini-kun]
",Junko,"
  4.26
","

  896
  ratings
","

    73
    reviews
","To break away from his existence as a NEET (Not in Education, Employment, or Training) and staying at home all day, Endou Hiroshi starts work at a convenience store. There he meets an arrogant and rude co-worker, Yamai Kouhei, whom he just can’t get along with. However, after seeing a different side of Yamai and getting to know him more, Endou’s impression of him starts to change for the better. But, just as things seem to be going fine for Endou and his return to society, his past comes back to trouble him.",4199604979,9784199604973),Paperback,,184 pages,"
            Published
        November 25th 2011
         by 徳間書店

      ","['Sequential Art', 'Manga', 'Manga', 'Yaoi', 'Yaoi', 'Boys Love', 'Romance', 'LGBT', 'Sequential Art', 'Comics', 'Romance', 'M M Romance', 'Yaoi', 'Shounen Ai', 'LGBT', 'Gay', 'Comics Manga']"
15801668-the-girls-of-atomic-city,"
      The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II
",Denise Kiernan,"
  3.68
","

  22,267
  ratings
","

    3,050
    reviews
","
The incredible story of the young women of Oak Ridge, Tennessee, who unwittingly played a crucial role in one of the most significant moments in U.S. history.
The Tennessee town of Oak Ridge was created from scratch in 1942. One of the Manhattan Project’s secret cities, it didn’t appear on any maps until 1949, and yet at the height of World War II it was using more electricity than New York City and was home to more than 75,000 people, many of them young women recruited from small towns across the South. Their jobs were shrouded in mystery, but they were buoyed by a sense of shared purpose, close friendships—and a surplus of handsome scientists and Army men!But against this vibrant wartime backdrop, a darker story was unfolding. The penalty for talking about their work—even the most innocuous details—was job loss and eviction. One woman was recruited to spy on her coworkers. They all knew something big was happening at Oak Ridge, but few could piece together the true nature of their work until the bomb ""Little Boy"" was dropped over Hiroshima, Japan, and the secret was out. The shocking revelation: the residents of Oak Ridge were enriching uranium for the atomic bomb.Though the young women originally believed they would leave Oak Ridge after the war, many met husbands there, made lifelong friends, and still call the seventy-year-old town home. The reverberations from their work there—work they didn’t fully understand at the time—are still being felt today. In The Girls of Atomic City, Denise Kiernan traces the astonishing story of these unsung WWII workers through interviews with dozens of surviving women and other Oak Ridge residents. Like The Immortal Life of Henrietta Lacks, this is history and science made fresh and vibrant—a beautifully told, deeply researched story that unfolds in a suspenseful and exciting way.",1451617526,9781451617528),Hardcover,,373 pages,"
            Published
        March 5th 2013
         by Touchstone/Simon & Schuster

      ","['Nonfiction', 'History', 'War', 'World War II', 'Science', 'Historical', 'War', 'North American Hi...', 'American History', 'Biography', 'Womens', 'Audiobook']"
710095,"
      Semiotics and the Analysis of Film
",Jean Mitry,"
  4.33
","

  6
  ratings
","

    0
    reviews
",,025333733X,9780253337337),Hardcover,,277 pages,"
            Published
        June 1st 2000
         by Indiana University Press

            
              (first published March 1st 2000)
            
","['Linguistics', 'Semiotics']"
13531021-splendors-and-glooms,"
      Splendors and Glooms
",Laura Amy Schlitz,"
  3.82
","

  8,766
  ratings
","

    1,279
    reviews
","The master puppeteer, Gaspare Grisini, is so expert at manipulating his stringed puppets that they appear alive. Clara Wintermute, the only child of a wealthy doctor, is spellbound by Grisini’s act and invites him to entertain at her birthday party. Seeing his chance to make a fortune, Grisini accepts and makes a splendidly gaudy entrance with caravan, puppets, and his two orphaned assistants.Lizzie Rose and Parsefall are dazzled by the Wintermute home. Clara seems to have everything they lack — adoring parents, warmth, and plenty to eat. In fact, Clara’s life is shadowed by grief, guilt, and secrets. When Clara vanishes that night, suspicion of kidnapping falls upon the puppeteer and, by association, Lizzie Rose and Parsefall. As they seek to puzzle out Clara’s whereabouts, Lizzie and Parse uncover Grisini’s criminal past and wake up to his evil intentions. Fleeing London, they find themselves caught in a trap set by Grisini’s ancient rival, a witch with a deadly inheritance to shed before it’s too late.",0763653802,9780763653804),Hardcover,,384 pages,"
            Published
        August 28th 2012
         by Candlewick Press (MA)

      ","['Fantasy', 'Childrens', 'Middle Grade', 'Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Childrens']"
21749388,"
      حوار الإيمان والإلحاد
",محمد عمارة,"
  2.70
","

  57
  ratings
","

    25
    reviews
",,,,Paperback,هدية مجلة الأزهر جمادى الآخرة 1435ه,112 pages,"
            Published
        March 2014
         by مجمع البحوث الإسلامية

      ",['Philosophy']
21461080-falling-under,"
      Falling Under
",Jasinda Wilder,"
  4.25
","

  6,621
  ratings
","

    636
    reviews
","A standalone, sequel novel to the New York Times, Wall Street Journal, and USA Today Bestselling Falling Into You. My name is Colton Calloway. You've heard part of my story, but it turns out there's more. My little girl, Kylie, is all grown up. Seventeen, beautiful, and talented, just like her mother. And just like Nell, my daughter seems to have fallen for a bad boy, one with a lot of darkness and a lot of secrets.*  *  *You thought you knew the whole story. You thought it was over. Happily ever after for everyone.You were wrong. My name is Oz Hyde, and you’ve never met me. I’m part of the story, too, but I’m an aside, a quick line or two you’d all but forgotten about. Well guess what? I’ve got my own story to tell. Buckle up, ‘cause this is gonna be a hell of a bumpy ride.",,,Kindle Edition,,396 pages,"
            Published
        March 13th 2014
         by Jasinda Wilder

            
              (first published March 11th 2014)
            
","['New Adult', 'Romance', 'Contemporary', 'Romance', 'Contemporary Romance', 'Academic', 'College', 'Young Adult', 'Music', 'Drama', 'Adult Fiction', 'Erotica', 'Young Adult', 'Coming Of Age']"
18051419-the-book-of-spells,"
      The Book of Spells
",Jennifer Probst,"
  3.66
","

  1,704
  ratings
","

    115
    reviews
",,,,ebook,,25 pages,"
            Published
        June 8th 2013
        

      ","['Romance', 'Contemporary', 'Novella']"
5460223-blackout,"
      Blackout
",Joe Craig,"
  4.33
","

  204
  ratings
","

    5
    reviews
","Jimmy Coates seems like an ordinary boy, but he’s not. He’s genetically engineered to grow into the perfect government assassin. Speed, strength and deadly instinct - it’s all in the blood. He has to fight not to kill, while his government fights to kill him.Jimmy Coates can trust only one person to keep the country from falling into chaos—the man he was first sent to kill. But he is nowhere to be found. And the British government will stop at nothing to prevent the opposition from winning the upcoming election. With the help of his friend Eva, who is working deep undercover at NJ7, Jimmy must steer his country in the fight against the dictatorship.",0007277318,9780007277315),Paperback,,333 pages,"
            Published
        June 6th 2013
         by HarperCollins Childrens

      ","['Young Adult', 'Spy Thriller', 'Espionage', 'Action', 'Thriller']"
1914593,"
      The Splendour Falls
",Susanna Kearsley,"
  3.72
","

  9,037
  ratings
","

    946
    reviews
","Chinon-chateau of legend, steeped in the history of France and England. It is to Chinon that Emily goes on a long-awaited holiday, to meet her charming but unreliable cousin, Harry. Harry wanted to explore the old town and the castle, where Queen Isabelle, child bride of King John, had withstood the siege of Chinon many centuries ago, and where, according to legend, she hid her casket of jewels. But when Emily arrives at her hotel she finds that Harry has disappeared, and as she tries to find him she becomes involved with some of the other guests and learns of a mystery dating from the German occupation during the Second World War. Another Isabelle, a chambermaid at the hotel, fell in love with a German soldier, with tragic results.Emily becomes increasingly aware of strange tensions, old enmities and new loves; as she explores the city, with its labyrinthine dungeons and tunnels and its ancient secrets, she comes ever closer to the mystery of what happened to both the Isabelles of Chinon's history.",0770427189,9780770427184),Mass Market Paperback,,380 pages,"
            Published
        April 1st 1996
         by Bantam Doubleday Dell Publishing Group

            
              (first published January 1st 1995)
            
","['Fiction', 'Historical', 'Historical Fiction', 'Romance', 'Mystery', 'Historical', 'Cultural', 'France']"
16193495-the-prison-of-angels,"
      The Prison of Angels
",David Dalglish,"
  4.23
","

  819
  ratings
","

    15
    reviews
","""This world is not safe. Your angels have done great things, but I fear their illusion of safety has been more damaging than they can possibly understand. The ancient evils may be gone, but new ones have replaced them.""----Five years have passed since the death of the war god, and now angels watch over the land. It should be a time of peace and prosperity. It is not.With King Antonil marching east to retake his former lands from the orcs, Harruq Tun is thrust into a position of power he is completely unprepared for, leaving many plotting to usurp the throne for their own ends. Hovering over it all are the angels, enforcers of the law and wielders of the executioner's blades. Once viewed as humanity's saviors, the angels now find themselves struggling for a proper place in the new world.Monsters in the Vile Wedge are stirring, and in the south the nation of Ker moves to protect itself from a rule from on high. War comes, and if Harruq cannot stop it, their paradise of angels may soon become a blood-stained prison.THE PRISON OF ANGELS by David DalglishFear the grace enforced by the sword.",,,Kindle Edition,,317 pages,"
            Published
        November 29th 2012
         by Eschaton Press

      ","['Fantasy', 'Fiction', 'Fantasy', 'Magic']"
110985,"
      The Great Shark Escape
",Jennifer  Johnston,"
  4.42
","

  3,625
  ratings
","

    33
    reviews
",,0439204216,9780439204217),Paperback,,86 pages,"
            Published
        September 1st 2001
         by Scholastic Paperbacks

            
              (first published January 1st 2000)
            
","['Science', 'Childrens', 'Chapter Books', 'Childrens']"
1027539,"
      Love at Goon Park: Harry Harlow and the Science of Affection
",Deborah Blum,"
  4.23
","

  682
  ratings
","

    84
    reviews
","In this meticulously researched and masterfully written book, Pulitzer Prize-winner Deborah Blum examines the history of love through the lens of its strangest unsung hero: a brilliant, fearless, alcoholic psychologist named Harry Frederick Harlow. Pursuing the idea that human affection could be understood, studied, even measured, Harlow (1905-1981) arrived at his conclusions by conducting research-sometimes beautiful, sometimes horrible-on the primates in his University of Wisconsin laboratory. Paradoxically, his darkest experiments may have the brightest legacy, for by studying ""neglect"" and its life-altering consequences, Harlow confirmed love's central role in shaping not only how we feel but also how we think. His work sparked a psychological revolution. The more children experience affection, he discovered, the more curious they become about the world: Love makes people smarter. The biography of both a man and an idea, The Measure of Love is a powerful and at times disturbing narrative that will forever alter our understanding of human relationships.",0738202789,9780738202785),Hardcover,,352 pages,"
            Published
        October 2nd 2002
         by Basic Books

      ","['Psychology', 'Nonfiction', 'Science', 'Biography', 'History']"
264894,"
      Upside Down: A Primer for the Looking-Glass World
",Eduardo Galeano,"
  4.36
","

  2,292
  ratings
","

    135
    reviews
","In a series of mock lesson plans and a ""program of study"" Galeano provides an eloquent, passionate, funny and shocking exposé of First World privileges and assumptions. From a master class in ""The Impunity of Power"" to a seminar on ""The Sacred Car""—with tips along the way on ""How to Resist Useless Vices"" and a declaration of the ""The Right to Rave""—he surveys a world unevenly divided between abundance and deprivation, carnival and torture, power and helplessness.We have accepted a ""reality"" we should reject, he writes, one where poverty kills, people are hungry, machines are more precious than humans, and children work from dark to dark. In the North, we are fed on a diet of artificial need and all made the same by things we own; the South is the galley slave enabling our greed.",0312420315,9780312420314),Paperback,,368 pages,"
            Published
        October 5th 2001
         by Picador

            
              (first published January 1st 1992)
            
","['Nonfiction', 'History', 'Politics', 'Writing', 'Essays', 'European Literature', 'Spanish Literature']"
18223036-once-bitten-twice-burned,"
      Once Bitten, Twice Burned
",Cynthia Eden,"
  3.94
","

  1,782
  ratings
","

    168
    reviews
","Ryder Duncan keeps his secrets. With a twisted scientist starving him in a 10 X 12 cell, it's not easy to conceal the abilities that set him apart from other vampires, or his plans for escape. But survival - and revenge - are worth waiting for. Until the so-called doctor tempts his appetites with something special: a woman, with a soft Southern accent and a scent like flowers. Sabine. Sabine Acadia didn't volunteer to be dinner. She was kidnapped and tossed into the cage of a monster. A monster with fierce green eyes, a body that speaks of ruthless power--but a touch gentle as a caress. Ryder knows things about her, secrets Sabine needs to learn fast. Because while they might soon escape this prison, she's fighting an urge to set all her desires free...",0758284071,9780758284075),Paperback,,337 pages,"
            Published
        April 29th 2014
         by Brava

            
              (first published January 1st 2014)
            
","['Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Romance', 'Paranormal', 'Vampires', 'Paranormal', 'Shapeshifters']"
18780453-the-resurrection-of-aubrey-miller,"
      The Resurrection of Aubrey Miller
",L.B. Simmons,"
  4.08
","

  5,298
  ratings
","

    846
    reviews
","*****#1 Bestseller in Amazon Inspirational Romance*****""As long as you continue to travel through life in this darkness, you will never know how beautiful your light truly shines when you let yourself love and be loved. Trust me when I say, it's a breathtaking sight to see. You burn as bright as the sun.""When Aubrey Miller begins her education at Titan University, she is no longer the beautiful, blonde-haired, blue-eyed girl of her youth. In fact, she's no longer even Aubrey Miller. Overcome with guilt and unable to cope with the loss of her beloved family, she has long since buried eight-year old Aubrey along with them and transformed herself into Raven Miller. Now with jet-black hair, multiple sets of eccentric contact lenses, and several facial piercings, she's veiled herself in complete darkness as a form of protection for herself, as well as others. As she enters her first year of college, her goal is simple: Earn a degree with the least amount of social interaction as possible. What she never anticipates is the formation of very unlikely relationships with two people who will change her life in ways she never believed possible: Quinn Matthews, the overtly cheerful pageant queen, and Kaeleb McMadden, a childhood friend who never really let her go. Over the years, as their connections intertwine and strengthen, a seemingly indestructible bond is formed between the three. And eventually, the ties of friendship and discovery of first love begin to coax her from her darkened path as they slowly bring Aubrey back to life. But when faced with the possibility of yet another death, one from which she may never recover, Aubrey finds herself lost again, burying herself deeper than ever before beneath the familiar abyss of her fears. Spanning the course of four years, this is the story of a young woman's plight to finally reemerge, finding strength within unbreakable bonds as she delivers herself from her own manufactured darkness and safely back . . . Into the Light.",,,Kindle Edition,,311 pages,"
            Published
        April 23rd 2014
         by L.B. Simmons

      ","['New Adult', 'Romance', 'Contemporary', 'Academic', 'College', 'Romance', 'Contemporary Romance', 'Young Adult']"
6183552-lucid-exposition-of-the-middle-way,"
      Lucid Exposition of the Middle Way: The Essential Chapters from the Prasannapada of Candrakirti
",Candrakīrti,"
  4.00
","

  2
  ratings
","

    1
    review
","Originally published in 1979.The Prasannapada is the explanation of the versed aphorisms of Nagarjuna which are the first and basic statement of the Buddhist philosophy of the middle way. When first published, this volume was the first attempt, in any European language, to present all the essentials of this most radical of Buddhist philosophical works. Seventeen of its twenty-seven chapters have been chosen to give an integrated statement of every aspect of its arguments and conclusions.",0415461502,9780415461504),Hardcover,,302 pages,"
            Published
        May 20th 2008
         by Routledge

            
              (first published 1979)
            
","['Religion', 'Buddhism']"
293602,"
      Torture the Artist
",Joey Goebel,"
  4.18
","

  1,906
  ratings
","

    108
    reviews
","Vincent Spinetti is an archetypal tortured artist ? a sensitive young writer who falls victim to alienation, parental neglect, poverty, depression, alcoholism, illness, nervous breakdowns, and unrequited love. He is painfully unaware that these torments are due to the secret manipulations of New Renaissance, an experimental organization that is testing the age-old idea that art results from suffering. Since culture is so significantly influenced by music, movies, and television, New Renaissance hopes to improve the mindless mainstream by raising writers who emphasize artistic quality over commerce. As part of its top-secret sub-project, New Renaissance hires reluctant ex-musician Harlan Eiffler to manipulate its most promising prodigy, Vincent. Wickedly antisocial and deeply disgusted by what passes for entertainment in the twenty-first century, Harlan clandestinely pulls the strings so that Vincent remains a true artist. All the while, he poses as Vincent's manager, simultaneously nurturing his prolific career and torturing his soul.",159692148X,9781596921481),Paperback,,265 pages,"
            Published
        November 1st 2005
         by MacAdam/Cage Publishing

            
              (first published 2004)
            
","['Fiction', 'Contemporary', 'Roman']"
9408479-cold-wind,"
      Cold Wind
",C.J. Box,"
  4.20
","

  8,527
  ratings
","

    612
    reviews
","The extraordinary new Joe Pickett novel from the Edgar Award-winning author. When Earl Alden is found dead, dangling from a wind turbine, it's his wife, Missy, who is arrested. Unfortunately for Joe Pickett, Missy is his mother-in- law, a woman he dislikes heartily, and now he doesn't know what to do-especially when the early signs point to her being guilty as sin.  But then things happen to make Joe wonder: Is Earl's death what it appears to be? Is Missy being set up? He has the county DA and sheriff on one side, his wife on the other, his estranged friend Nate on a lethal mission of his own, and some powerful interests breathing down his neck. Whichever way this goes . . . it's not going to be good.",0399157352,9780399157356),Hardcover,,388 pages,"
            Published
        March 22nd 2011
         by Putnam Adult

            
              (first published March 1st 2011)
            
","['Mystery', 'Fiction', 'Thriller', 'Westerns']"
20808947-the-four-streets,"
      The Four Streets
",Nadine Dorries,"
  4.04
","

  3,593
  ratings
","

    189
    reviews
","A heartbreaking family saga set in 1950s Liverpool, the first novel from the stunningly talented Nadine Dorries MP. 1950s Liverpool. In the tight-knit Irish Catholic community of the Four Streets, two girls are growing up.One is motherless – and hated by the cold woman who is determined to take her dead mother's place. Will her adored father wake up to what is happening before it is too late?The other is hiding a dreadful secret which she dare not let slip to anyone, lest it rips the heart out of the community. And yet, how long can she possibly live with it?In the Four Streets there is almost nothing that a cup of tea and a good chat won't sort out. Laughing, grieving, hoping for better things – all this the people of the Four Streets can do together. But what can they do when a betrayal at the very heart of their world comes to light?",178185758X,9781781857588),Hardcover,,320 pages,"
            Published
        April 1st 2014
         by Head of Zeus

      ","['Historical', 'Historical Fiction', 'Fiction', 'Historical']"
